"","shrid2","first_park_year","treated_pc11_village_town_id","first_park_id"
"1800","11-28-554-05379-595897",99,"595897",NA
"1801","11-28-554-05379-595898",99,"595898",NA
"1802","11-28-554-05379-595900",99,"595900",NA
"1803","11-28-554-05381-595956",99,"595956",NA
"1804","11-28-554-05381-595964",99,"595964",NA
"1805","11-28-554-05384-596024",99,"596024",NA
"1806","11-28-554-05386-596057",99,"596057",NA
"1807","11-28-554-05388-596082",99,"596082",NA
"1808","11-28-554-05388-596085",99,"596085",NA
"1809","11-28-554-05392-596144",99,"596144",NA
"1810","11-28-554-05394-596169",99,"596169",NA
"1811","11-28-554-05394-596172",99,"596172",NA
"1812","11-28-554-05396-596188",99,"596188",NA
"1813","11-28-554-05396-596192",99,"596192",NA
"1814","11-28-554-05402-596315",99,"596315",NA
"1815","11-28-554-05402-596316",99,"596316",NA
"1816","11-28-554-05405-596380",99,"596380",NA
"1817","11-28-554-05406-596400",99,"596400",NA
"1818","11-28-554-05411-596481",99,"596481",NA
"1819","11-28-554-05411-596482",99,"596482",NA
"1820","11-28-554-05417-596582",99,"596582",NA
"1821","11-28-554-05420-596668",99,"596668",NA
"1822","11-28-554-05421-596699",99,"596699",NA
"1823","11-28-554-05424-596784",99,"596784",NA
"1824","11-28-554-05425-596808",99,"596808",NA
"1825","11-28-554-05426-596866",99,"596866",NA
"1826","11-28-554-05427-596922",99,"596922",NA
"1827","11-28-554-05427-596940",99,"596940",NA
"1828","11-28-554-05429-597033",2009,"597033",4305
"1829","11-29-555-05433-597128",99,"597128",NA
"1830","11-29-555-05433-597150",99,"597150",NA
"1831","11-29-555-05433-597192",99,"597192",NA
"1832","11-29-555-05434-597300",99,"597300",NA
"1833","11-29-555-05436-597535",99,"597535",NA
"1834","11-29-555-05436-803030",99,"803030",NA
"1835","11-29-555-05437-597556",99,"597556",NA
"1836","11-29-555-05437-597631",99,"597631",NA
"1837","11-29-555-05438-597692",99,"597692",NA
"1838","11-29-555-05438-597746",99,"597746",NA
"1839","11-29-555-05438-597793",1992,"597793",5083
"1840","11-29-555-05438-597795",99,"597795",NA
"1841","11-29-555-05438-803033",99,"597792",NA
"1842","11-29-555-05439-803035",99,"803035",NA
"1843","11-29-555-05440-598110",99,"598110",NA
"1844","11-29-555-05440-803036",99,"803036",NA
"1845","11-29-555-05442-598378",99,"598378",NA
"1846","11-29-556-05443-598407",99,"598407",NA
"1847","11-29-556-05443-803041",99,"803041",NA
"1848","11-29-556-05443-803042",99,"803042",NA
"1849","11-29-556-05445-803044",99,"803044",NA
"1850","11-29-556-05447-803048",2000,"803048",5017
"1851","11-29-556-05448-598975",99,"598975",NA
"1852","11-29-556-05448-599016",99,"599016",NA
"1853","11-29-557-05449-599076",1997,"599076",4350
"1854","11-29-557-05449-803051",99,"803051",NA
"1855","11-29-557-05451-803053",99,"803053",NA
"1856","11-29-557-05452-599443",99,"599443",NA
"1857","11-29-557-05453-803055",99,"803055",NA
"1858","11-29-558-05454-599757",1994,"599757",4357
"1859","11-29-558-05454-599814",99,"599814",NA
"1860","11-29-558-05454-803057",1994,"803057",4079
"1861","11-29-558-05455-599941",99,"599941",NA
"1862","11-29-558-05455-803058",99,"803058",NA
"1863","11-29-558-05456-600112",99,"600112",NA
"1864","11-29-558-05457-600194",99,"600194",NA
"1865","11-29-558-05457-600202",99,"600202",NA
"1866","11-29-558-05457-600223",99,"600223",NA
"1867","11-29-558-05457-803060",1998,"803060",3539
"1868","11-29-558-05458-600262",99,"600262",NA
"1869","11-29-558-05458-600313",99,"600313",NA
"1870","11-29-558-05458-803061",99,"803061",NA
"1871","11-29-559-05459-803064",99,"803064",NA
"1872","11-29-559-05460-600682",99,"600682",NA
"1873","11-29-559-05460-600689",99,"600689",NA
"1874","11-29-559-05461-600806",99,"600806",NA
"1875","11-29-559-05461-600808",2005,"600808",4337
"1876","11-29-559-05461-803067",99,"803067",NA
"1877","11-29-559-05462-601018",2007,"601018",4278
"1878","11-29-559-05463-601201",99,"601201",NA
"1879","11-29-560-05465-803071",1999,"803071",4324
"1880","11-29-560-05466-601613",2009,"601613",3908
"1881","11-29-560-05466-803072",99,"803072",NA
"1882","11-29-561-05469-803075",99,"803075",NA
"1883","11-29-561-05469-803076",99,"803076",NA
"1884","11-29-561-05470-602008",2000,"602008",4317
"1885","11-29-561-05470-803078",99,"803078",NA
"1886","11-29-561-05472-803082",99,"803082",NA
"1887","11-29-562-05473-602227",1984,"602227",4003
"1888","11-29-562-05473-602269",1998,"602269",3989
"1889","11-29-562-05473-602274",1998,"602274",3991
"1890","11-29-562-05477-602537",99,"602537",NA
"1891","11-29-562-99999-803083",2010,"803083",3910
"1892","11-29-563-05480-602757",99,"602757",NA
"1893","11-29-563-05480-602856",99,"602856",NA
"1894","11-29-563-05481-803092",99,"803092",NA
"1895","11-29-563-05485-803096",99,"803096",NA
"1896","11-29-563-05488-603832",99,"603832",NA
"1897","11-29-563-99999-803089",99,"803089",NA
"1898","11-29-564-05489-803100",99,"803100",NA
"1899","11-29-564-05490-803102",99,"803102",NA
"1900","11-29-564-05492-604240",99,"604240",NA
"1901","11-29-564-05492-803104",99,"803104",NA
"1902","11-29-564-05494-604444",99,"604444",NA
"1903","11-29-564-05495-803107",99,"803107",NA
"1904","11-29-565-05496-803108",99,"803108",NA
"1905","11-29-565-05498-803109",99,"803109",NA
"1906","11-29-565-05499-803112",99,"803112",NA
"1907","11-29-565-05500-604875",99,"604875",NA
"1908","11-29-565-05500-604923",1991,"604923",4366
"1909","11-29-565-05500-803114",99,"803114",NA
"1910","11-29-565-05501-605045",99,"605045",NA
"1911","11-29-566-05504-605292",99,"605292",NA
"1912","11-29-566-05504-605325",99,"605325",NA
"1913","11-29-566-05505-803120",99,"803120",NA
"1914","11-29-566-05507-605865",99,"605865",NA
"1915","11-29-566-05508-606135",99,"606135",NA
"1916","11-29-567-05509-606261",99,"606261",NA
"1917","11-29-567-05509-606268",99,"606268",NA
"1918","11-29-567-05509-606270",99,"606270",NA
"1919","11-29-567-05509-803124",99,"606288",NA
"1920","11-29-567-05512-606635",99,"606635",NA
"1921","11-29-567-05512-606686",99,"606686",NA
"1922","11-29-567-05512-803127",99,"803127",NA
"1923","11-29-568-05515-607195",99,"607195",NA
"1924","11-29-568-05515-607297",99,"607297",NA
"1925","11-29-568-05515-607334",99,"607334",NA
"1926","11-29-568-05515-803131",99,"803131",NA
"1927","11-29-568-05516-607564",99,"607564",NA
"1928","11-29-568-05516-607663",2008,"607663",5168
"1929","11-29-568-05517-607739",99,"607739",NA
"1930","11-29-568-05518-607878",99,"607878",NA
"1931","11-29-568-05518-607943",99,"607943",NA
"1932","11-29-568-05520-608358",99,"608358",NA
"1933","11-29-568-05520-608368",99,"608368",NA
"1934","11-29-568-05520-608396",99,"608396",NA
"1935","11-29-568-05520-608497",99,"608497",NA
"1936","11-29-568-05520-608499",2008,"608499",4325
"1937","11-29-568-05520-803137",99,"803137",NA
"1938","11-29-568-05521-803138",99,"803138",NA
"1939","11-29-569-05522-608758",99,"608758",NA
"1940","11-29-569-05523-608834",99,"608834",NA
"1941","11-29-569-05523-608843",2011,"608843",4371
"1942","11-29-569-05523-608854",99,"608854",NA
"1943","11-29-569-05524-608906",99,"608906",NA
"1944","11-29-569-05524-803142",99,"803142",NA
"1945","11-29-570-05527-609062",99,"609062",NA
"1946","11-29-570-05529-609356",99,"609356",NA
